movieId,title_cast,director,runtime,budget,plot_keywords
542,Pauly Shore|Carla Gugino|Lane Smith|Cindy Pickett|Mason Adams|Patrick Renna|Dennis Burkley|Tiffani Thiessen|Dan Gauthier|Ria Pavia|Lisa Lawrence|Graham Jarvis|Nick Light|Ernie Kinney|Troy Shire,Patrick J. Clifton,95.0,,fish out of water|farm|college|thanksgiving
543,Mike Myers|Nancy Travis|Anthony LaPaglia|Amanda Plummer|Brenda Fricker|Matt Doherty|Charles Grodin|Phil Hartman|Debi Mazar|Steven Wright|Patrick Bristow|Cintra Wilson|Al Nalbandian|George F. Mauricio|Kiki Douveas,Robbie Fox,93.0,"$20,000,000",poet|coffeehouse|butcher|scottish accent
544,Bruce Willis|Sarah Jessica Parker|Dennis Farina|Tom Sizemore|Brion James|Robert Pastorelli|Timothy Busfield|John Mahoney|Andre Braugher|Tom Atkins|Mike Hodge|Jodi Long|Roscoe Orman|Robert Gould|Gareth Williams,Rowdy Herrington,102.0,"$30,000,000",serial killer|river|pittsburgh pennsylvania|grudge
545,,,,,
546,Bob Hoskins|John Leguizamo|Dennis Hopper|Samantha Mathis|Fisher Stevens|Richard Edson|Fiona Shaw|Dana Kaminski|Mojo Nixon|Gianni Russo|Francesca P. Roberts|Lance Henriksen|Sylvia Harman|Desiree Marie Velez|Andrea Powell,Rocky Morton,104.0,"$48,000,000",plumber|dinosaur|italian american|based on video game
547,Ice-T|Rutger Hauer|Charles S. Dutton|Gary Busey|F. Murray Abraham|John C. McGinley|William McNamara|Jeff Corey|Bob Minor|Lawrence C. McCoy|George Fisher|Jacqui Dickerson|Victor Morris|Frederic Collins Jr.|Steven King,Eric Bernt,96.0,"$7,400,000",human prey|most dangerous game|homeless man|survival
548,Charlie Sheen|Nastassja Kinski|James Gandolfini|Christopher McDonald|Gary Bullock|Hans Howes|Melvin Van Peebles|Suli McCullough|Cathryn de Prume|Richard Sarafian Jr.|Lori Lynn Dickerson|Terry Finn|Martha Vazquez|Tim Kelleher|Brooke Langton,David Twohy,102.0,"$50,000,000",skydiving|ejector seat|murder of a woman|wisecrack humor
549,Colm Feore|Derek Keurvorst|Katya Ladan|Devon Anderson|Joshua Greenblatt|Sean Ryan|Kate Hennig|Sean Doyle|Sharon Bernbaum|Don McKellar|David Hughes|Carlo Rota|Peter Millard|John Dolan|Allegra Fulton,François Girard,98.0,,piano|glenn gould|no opening credits|yehudi menuhin
550,Lara Flynn Boyle|Stephen Baldwin|Josh Charles|Alexis Arquette|Martha Gehman|Mark Arnold|Michele Matheson|Joanne Baron|Jennifer Lawler|Jack Breschard|Jillian Johns|Amy Ferioli|Jason Workman|Katherine Kousi|Kathleen Beaton,Andrew Fleming,89.0,,menage a trois|roommate|rear entry sex|woman in shower
551,Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey|Glenn Shadix|Paul Reubens|Ken Page|Edward Ivory|Susan McBride|Debi Durst|Greg Proops|Kerry Katz|Randy Crenshaw|Sherwood Ball|Carmen Twillie,Tim Burton,76.0,"$18,000,000",christmas movie|christmas|halloween|gothic
552,Charlie Sheen|Kiefer Sutherland|Chris O'Donnell|Oliver Platt|Tim Curry|Rebecca De Mornay|Gabrielle Anwar|Michael Wincott|Paul McGann|Julie Delpy|Hugh O'Conor|Christopher Adamson|Philip Tan|Erwin Leder|Axel Anselm,Alexandre Dumas,105.0,"$30,000,000",eyepatch|held at swordpoint|reference to the three musketeers|father son relationship
553,Kurt Russell|Val Kilmer|Sam Elliott|Bill Paxton|Powers Boothe|Michael Biehn|Charlton Heston|Jason Priestley|Jon Tenney|Stephen Lang|Thomas Haden Church|Dana Delany|Paula Malcomson|Lisa Collins|Dana Wheeler-Nicholson,Kevin Jarre,130.0,"$25,000,000",wyatt earp character|two gun holster|double gun holster|tucson arizona
554,Joanne Whalley|Armand Assante|Gabriel Byrne|William Hurt|Kathleen Quinlan|Margaret Whitton|Ed Lauter|Richard Portnow|Lisa Arrindell|Jack Gwaltney|Graham Jarvis|William R. Moses|Joe Santos|Beau Starr|Bryan Shilowich,Jordan Katz,107.0,,mob boss|neo noir|female killer|witness
555,Christian Slater|Patricia Arquette|Dennis Hopper|Val Kilmer|Gary Oldman|Brad Pitt|Christopher Walken|Bronson Pinchot|Samuel L. Jackson|Michael Rapaport|Saul Rubinek|Conchata Ferrell|James Gandolfini|Anna Thomson|Victor Argo,Quentin Tarantino,119.0,"$13,000,000",drugs|cocaine|pimp|aspiring actor
556,James Carville|George Stephanopoulos|Heather Beckel|Paul Begala|Bob Boorstin|Mike Donilon|Jeff Eller|Stanley Greenberg|Mandy Grunwald|Harold Ickes|Mickey Kantor|Mary Matalin|Mitchell Schwartz|Dave Anderson|Collier Andress,D.A. Pennebaker,96.0,,primary election|on the road|campaign|presidential campaign
558,Macaulay Culkin|Kanin Howell|Alexis Kirschner|Jessica Kirschner|Guy Mansker|Brandon S. McKay|Stephen Sheehan|Ed Begley Jr.|Mel Harris|Christopher Lloyd|Patrick Stewart|Whoopi Goldberg|Frank Welker|Leonard Nimoy|George Hearn,Joe Johnston,80.0,"$27,000,000",rain|thunder|lightning|bicycle
559,Leslie Hope|Peter Outerbridge|Victor Ertmanis|Dan Lett|Raoul Max Trujillo|Patricia Ciccoritti,Jerry Ciccoritti,112.0,,pubic hair|male pubic hair|wife has sex in front of husband|husband and wife have sex with the same man
560,Martha Plimpton|Kelly Lynch|Rutger Hauer|Patrick McGaw|Richard Sanders|Lance Robinson|Rae Adams|Ariana Lamon-Anderson|Michael MacRae|James Gervasi|Sue Ann Gilfillan|Susanna Burney|Marjorie Nelson|Jim Chiros|Todd Moore,Jennifer Warren,99.0,,woman wears a man's shirt|poverty|f rated|rural setting
561,Anthony LaPaglia|Mimi Rogers|Matt Craven|Peter Boyle|Monika Schnarre|Joseph Maher|Mark Acheson|Philip Maurice Hayes|Christopher Mark Pinhey|Claudio Masciulli|Justine Priestley,Mark Malone,95.0,,woman on top|interrupted sex|seductive|flirtatious
562,Heather Matarazzo|Victoria Davis|Christina Brucato|Christina Vidal|Siri Howard|Brendan Sexton III|Telly Pontidis|Herbie Duarte|Scott Coogan|Daria Kalinina|Matthew Faber|Josiah Trager|Ken Leung|Dimitri DeFresco|Rica Martens,Todd Solondz,88.0,"$800,000",school|social outcast|first crush|bullying
563,Miou-Miou|Renaud|Jean Carmet|Judith Henry|Jean-Roger Milo|Gérard Depardieu|Laurent Terzieff|Bernard Fresson|Jean-Pierre Bisson|Jacques Dacqmine|Anny Duperey|Gérard Croce|Frédéric van den Driessche|Annick Alane|Pierre Lafont,Claude Berri,160.0,"FRF164,000,000",period drama|mine owner|mine|coal
564,Tom Berenger|William McNamara|Erika Eleniak|Crispin Glover|Matthew Glave|Grand L. Bush|Dean Stockwell|Bitty Schram|Gary Busey|Seymour Cassel|Frederic Forrest|Marilu Henner|Dennis Hopper|Scott Marlowe|Jim Grimshaw,Joe Batteer,102.0,,female nudity|handcuffs|public nudity|removing panties
565,Federico Luppi|Ron Perlman|Claudio Brook|Margarita Isabel|Tamara Shanath|Daniel Giménez Cacho|Mario Iván Martínez|Farnesio de Bernal|Juan Carlos Colombo|Jorge Martínez de Hoyos|Luis Rodríguez|Javier Álvarez|Gerardo Moscoso|Eugenio Lobo|Adriana Olivera,Guillermo del Toro,94.0,"$2,000,000",eternal life|antique dealer|invention|statue
566,Eric Stoltz|Mary-Louise Parker|Ralph Macchio|Jill Clayburgh|Tony Curtis|Timothy Dalton|Lynne Thigpen|Kathleen Turner|Roscoe Lee Browne|Whoopi Goldberg|Paul Guilfoyle|Calista Flockhart|Arabella Field|LisaGay Hamilton|David Johansen,Daniel Algrant,95.0,,jew|jewish|best friend|squirrel
567,Verónica Forqué|Peter Coyote|Victoria Abril|Àlex Casanovas|Rossy de Palma|Santiago Lajusticia|Anabel Alonso|Bibiana Fernández|Jesús Bonilla|Karra Elejalde|Manuel Bandera|Charo López|Francisca Caballero|Mónica Bardem|Joaquín Climent,Pedro Almodóvar,114.0,,tabloid journalism|escaped prisoner|serial killer|suicide note
568,Kim Vithana|Jimmi Harkishin|Sarita Khajuria|Akbar Kurtha|Mo Sesay|Lalita Ahmed|Shaheen Khan|Zohra Sehgal|Amer Chadha-Patel|Nisha Nayar|Renu Kochar|Surendra Kochar|Souad Faress|Tanveer Ghani|Peter Cellier,Gurinder Chadha,101.0,,england|f rated|generation gap|seaside
569,Luke Edwards|Timothy Busfield|John Ashton|Ashley Crow|Kevin Dunn|Billy L. Sullivan|Miles Feulner|Jonathan Silverman|Dennis Farina|Jason Robards|Wolfgang Bodison|Duane Davis|Leon Durham|Kevin Elster|Joseph Latimore,Gregory K. Pincus,119.0,,comiskey park chicago|metrodome minneapolis|minnesota twins|baseball
570,Jesper Salén|Stellan Skarsgård|Basia Frydman|Niklas Olund|Ernst-Hugo Järegård|Ernst Günther|Axel Düberg|Reine Brynolfsson|Heinz Hopf|Frida Hallgren|Tomas Norström|Ing-Marie Carlsson|Rolf Lassgård|Jurek Sawka|Tommy Johnson,Åke Sandgren,102.0,,condom|nose bandage|corporal punishment|anti semitism
571,Julie Walters|Jim Broadbent|Thora Hird|Sian Thomas|Dinah Handley|Peter Whitfield|Candida Rundle|Andrew Nicholson|Martin Wenner|Graham Turner|Andrew Lancel|Ann Rye|Moya Brady|Carry Clubb|Saima Chaudry,Richard Loncraine,90.0,,novelist|disease|degenerative disease|blackout
572,Robin Givens|Marco Hofschneider|Rick Johnson|Charlotte Ross|Edward Herrmann|Jack Coleman|Charles S. Dutton|Hinton Battle|Anthony Herrera|Bob Child|David Long|Ruth Williamson|Michael Reilly Burke|Michael Goodwin|Jon Hendricks,Philippe Labro,90.0,,french|france|virginia|college
573,Paolo Villaggio|Isa Danieli|Gigio Morra|Sergio Solli|Ester Carloni|Paolo Bonacelli|Pierfrancesco Borruto|Annarita D'Auria|Maria Esposito|Roberta Galli|Luigi Lastorina|Filomena Lieto|Carmela Pecoraro|Salvatore Terraccino|Ilaria Troncone,Alessandro Bencivenni,100.0,,teacher|school|f rated|title directed by female
574,Jeremy Davies|Alberta Watson|Benjamin Hendrickson|Elizabeth Newett|Carla Gallo|Liberty Jean|Archer Martin|Matthew Puckett|Zak Orth|Josh Philip Weinstein|Judah Domke|Nancy Fields|Judette Jones|Carmine Paolini|Neil Connie Wallace,David O. Russell,100.0,"$200,000",mother son incest|black comedy|three word title|jumping off cliff
575,Travis Tedford|Kevin Jamal Woods|Jordan Warkol|Zachary Mabry|Ross Bagley|Courtland Mead|Sam Saletta|Blake Jeremy Collins|Blake McIver Ewing|Juliette Brewer|Heather Karasek|Brittany Ashton Holmes|Bug Hall|Elmer|Petey,Penelope Spheeris,82.0,"$23,000,000",nightmare|club|boy|girl
576,Kên Higelin|Jean Yanne|Florence Darel|François Hauteserre|Maurice Bénichou|Bruce Myers|Maïté Nahyr|François Chattot|Arthur H.|Marianne Groves|Frédérique Lopez|Alfred Cohen|Renaud Ménager|Arnaud Churin|Clara Bellar,Rémy Duchemin,82.0,,lightheartedness|female nudity|female full frontal nudity
577,Tina Majorino|Chelsea Field|Shane Meier|Aidan Pendleton|Shirley Broderick|Keith Carradine|Andrea Libman|Keith Szarabajka|Joshua Jackson|Jay Brazeau|Bill Dow|Joy Coghill|Stephen Dimopoulos|Frank C. Turner|Kristian Ayre,Harry Goodridge,,,fisherman|harbor master|seal the animal|year 1962
579,Claudio Amendola|Enrico Lo Verso|Carlo Cecchi|Ricky Memphis|Tony Sperandeo|Lorenza Indovina|Ugo Conti|Rita Savagnone|Giovanni Alamia|Francesca d'Aloja|Giovanni Pallavicino|Giacinto Ferro|Guia Jelo|Benedetto Raneli|Francesco Siciliano,Graziano Diana,95.0,,tension|policeman|politics|italian politics
580,Jim Broadbent|Phoebe Cates|Wendy Hughes|Kevin Kline|John Lithgow|Stephen Rea|Peter Eyre|Jacqueline Pearce|Roger Lloyd Pack|John Wells|John Lynch|John Sessions|Arkie Whiteley|Kate Ashfield|Ewan Bailey,Michael Austin,97.0,,princess|19th century|england|fraud
581,Lily Tomlin|Tony Curtis|Susie Bright|Arthur Laurents|Armistead Maupin|Whoopi Goldberg|Jan Oxenberg|Harvey Fierstein|Quentin Crisp|Richard Dyer|Jay Presson Allen|Mrs. Gustav Ketterer|Gore Vidal|Will H. Hays|Farley Granger,Jeffrey Friedman,102.0,,gay|lesbian|reference to eve arden|reference to bette davis
582,Julie Mauduech|Hubert Koundé|Mathieu Kassovitz|Vincent Cassel|Tadek Lokcinski|Jany Holt|Rywka Wajsbrot|Héloïse Rauth|Marc Berman|Andrée Damant|Berthe Bagoe|Jean-Pierre Cassel|Félicité Wouassi|Brigitte Bémol|Lydia Ewandé,Mathieu Kassovitz,94.0,,black muslim|diplomat|jewish|messenger
583,Nanni Moretti|Giovanna Bozzolo|Sebastiano Nardone|Antonio Petrocelli|Giulio Base|Italo Spinelli|Carlo Mazzacurati|Jennifer Beals|Alexandre Rockwell|Renato Carpentieri|Raffaella Lebboroni|Marco Paolini|Claudia Della Seta|Lorenzo Alessandri|Antonio Neiwiller,Nanni Moretti,100.0,,italy|anthology film|omnibus film|portmanteau film
584,Marcello Mastroianni|Luisina Brando|Alejandra Podesta|Betiana Blum|Roberto Carnaghi|Alberto Segado|Mónica Lacoste|Jorge Luz|Mónica Villa|Juan Manuel Tenuta|Tina Serrano|Verónica Llinás|Susana Cortínez|Martin Kalwill|Walter Marín,María Luisa Bemberg,,,f rated|title directed by female|argentina
585,Shelley Long|Gary Cole|Christine Taylor|Christopher Daniel Barnes|Jennifer Elise Cox|Paul Sutera|Olivia Hack|Jesse Lee Soffer|Henriette Mantel|David Graf|Florence Henderson|Jack Noseworthy|Megan Ward|Jean Smart|Michael McKean,Sherwood Schwartz,90.0,"$12,000,000",1990s|1970s|high school|remake
586,,,,,
587,,,,,
588,Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker|Gilbert Gottfried|Douglas Seale|Charlie Adler|Jack Angel|Corey Burton|Philip L. Clarke|Jim Cummings|Jennifer Darling|Debi Derryberry|Bruce Gooch,John Musker,90.0,"$28,000,000",arab|genie|genie character|princess
589,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong|Robert Patrick|Earl Boen|Joe Morton|S. Epatha Merkerson|Castulo Guerra|Danny Cooksey|Jenette Goldstein|Xander Berkeley|Leslie Hamilton Gearren|Ken Gibbel|Robert Winley|Peter Schrum,James Cameron,137.0,"$102,000,000",time travel|liquid metal|future|sequel
590,,,,,
591,Billy Blanks|Roddy Piper|Richard Norton|Charles Kahlenberg|James Karen|Gary Kasper|Sal Landi|Phil Morris|Lisa Stahl|Brant von Hoffman|Frank Di Paolo|Ronald E. House|Lisa Comshaw|Robert Werhan|Ed Berke,Steve Cohen,92.0,,interracial relationship|fistfight|fight|brawl
592,,,,,
593,Jodie Foster|Lawrence A. Bonney|Kasi Lemmons|Lawrence T. Wrentz|Scott Glenn|Anthony Heald|Frankie Faison|Don Brockett|Frank Seals Jr.|Stuart Rudin|Anthony Hopkins|Maria Skorobogatov|Jeffrie Lane|Leib Lensky|George 'Red' Schwartz,Thomas Harris,118.0,"$19,000,000",serial killer|psycho thriller|bad guy wins|stuck in a well
594,,,,,
595,Robby Benson|Jesse Corti|Rex Everhart|Angela Lansbury|Paige O'Hara|Jerry Orbach|Bradley Pierce|David Ogden Stiers|Richard White|Jo Anne Worley|Mary Kay Bergman|Brian Cummings|Alvin Epstein|Tony Jay|Alec Murphy,Kirk Wise,84.0,"$25,000,000",france|rose|castle|chauvinism
596,,,,,
597,Richard Gere|Julia Roberts|Ralph Bellamy|Jason Alexander|Laura San Giacomo|Alex Hyde-White|Amy Yasbeck|Elinor Donahue|Hector Elizondo|Judith Baldwin|Jason Randal|Bill Applebaum|Tracy Bjork|Gary Greene|Billy Gallo,J.F. Lawton,119.0,"$14,000,000",hotel|falling in love with a prostitute|prostitute|blockbuster
598,Agnès Soral|Sergey Dreyden|Viktor Mikhailov|Nina Usatova|Kira Kreylis-Petrova|Natalya Ipatova|Viktor Gogolev|Tamara Timofeeva|Andrey Urgant|Jean Rupert|Malka Ribowska|Bernard Cassus-Soulanis|Vladimir Kalish|Aleksei Zalivalov|Aleksei Kozodayev,Yuri Mamin,115.0,,saint petersburg russia|apartment|vodka|violence
599,,,,,
600,Gil Bellows|Renée Zellweger|Rory Cochrane|Jeffrey Combs|Jace Alexander|Ann Wedgeworth|Peter Fonda|Tammy Le Blanc|Wiley Wiggins|Jack Nance|Charlotte Ross|Michael Bowen|Scott Roland|Todd Conner|Richard Rothenberg,C.M. Talkington,101.0,,pay phone|1990s|murder|mexico
601,Shih Chang|Lan Wang|Yumei Wang|Mingjun Kao|Fuli Wang|Pao-Ming Ku,Jianxin Huang,,,1920s
602,Quincy Jones|Dizzy Gillespie|Sonny Rollins|Buck Clayton|Art Blakey|Hank Jones|Art Farmer|Johnny Griffin|Milt Hinton|Chubby Jackson|Scoville Browne|Felix Maxwell|Paula Morris|Taft Jordan Jr.|Everard Powell,Jean Bach,60.0,,photograph|jazz|esquire magazine|f rated
603,Matthew Modine|Randy Quaid|Paul Reiser|Janeane Garofalo|Amy Brenneman|Eliza Dushku|Ed Flanders|Maria Pitillo|Lindsay Crouse|Ross Malinger|Johnny Whitworth|Wendell Pierce|Cameron Boyd|Mae Whitman|Jayne Brook,Gary David Goldberg,106.0,,product placement|junk food|crap|poison
604,Louise Smith,C.K. Williams,73.0,,
605,Michelle Pfeiffer|George Clooney|Mae Whitman|Alex D. Linz|Charles Durning|Jon Robin Baitz|Ellen Greene|Joe Grifasi|Pete Hamill|Anna Maria Horsford|Gregory Jbara|Sheila Kelley|Barry Kivel|Robert Klein|George Martin,Terrel Seltzer,108.0,,architect|one day|single mother|reporter
606,Tony Todd|Kelly Rowan|William O'Leary|Bill Nunn|Matt Clark|David Gianopoulos|Fay Hauser|Joshua Gibran Mayweather|Timothy Carhart|Veronica Cartwright|Caroline Barclay|Michael Bergeron|Brianna Blanchard|Clotiel Bordeltier|Russell Buchanan,Clive Barker,95.0,,frame up|stabbing a woman|five word title|color in title
607,Charles Dance|Clive Owen|Miranda Richardson|Robert Stephens|Joan Hickson|Lena Headey|Neil Stuke|Liza Walker|Joseph Bennett|Fiona Walker|Carlton Chance|Graham Loughridge|Lex Daniel|Ian Shaw|Bruce Alexander,Stephen Poliakoff,112.0,,science|doctor|urban setting|morality
608,William H. Macy|Steve Buscemi|Peter Stormare|Kristin Rudrüd|Harve Presnell|Tony Denman|Gary Houston|Sally Wingert|Kurt Schweickhardt|Larissa Kokernot|Melissa Peterman|Steve Reevis|Warren Keith|Steve Edelman|Sharon Anderson,Ethan Coen,98.0,"$7,000,000",black comedy|botched crime|neo noir|americana
609,Michael J. Fox|Sally Field|Ralph Waite|Al Michaels|Tommy Lasorda|Bob Uecker|Tress MacNeille|Jon Polito|Adam Goldberg|Sinbad|Carla Gugino|Tisha Campbell-Martin|Stephen Tobolowsky|Ross Malinger|Michael Bell,Chris Hauty,88.0,,talking dog|talking cat|lost dog|lost cat
610,,,,,
611,Bruce Ramsay|Valentina Vargas|Doug Bradley|Charlotte Chatton|Adam Scott|Kim Myers|Mickey Cottrell|Louis Turenne|Courtland Mead|Louis Mustillo|Jody St. Michael|Paul Perri|Pat Skipper|Christine Harnos|Wren T. Brown,Peter Atkins,85.0,"$4,000,000",22nd century|sequel|puzzle box|outer space
612,David Schwimmer|Gwyneth Paltrow|Michael Rapaport|Toni Collette|Carol Kane|Michael Vartan|Bitty Schram|Jean De Baer|Elizabeth Franz|Mark Margolis|Barbara Hershey|Edoardo Ballerini|Matthew Faber|Robin Morse|Tony Machine,Jason Katims,98.0,"$8,000,000",dark humor|pallbearer|funeral|directorial debut
613,Anna Paquin|Nic Knight|Nicola Howard|Sasha Graff|Fiona Shaw|John Wood|Geraldine Chaplin|Amanda Root|Leanne Rowe|Charlotte Gainsbourg|Richard Warwick|Judith Parker|Joan Plowright|Joséphine Serre|Billie Whitelaw,Franco Zeffirelli,112.0,,character name as title|aunt|teacher|boarding school
614,Oliver Milburn|Dearbhla Molloy|Danny Cunningham|Catherine McCormack|Thandie Newton|Nick Patrick|Biddy Hodson|Mathew Eggleton|Caleb Lloyd|Joe Gecks|Bridget Brammall|Tom Welsh,Anna Campion,,,male frontal nudity|male nudity|male rear nudity|amateur filmmakers
615,,,,,
616,,,,,
617,Marisa Paredes|Juan Echanove|Carme Elias|Rossy de Palma|Chus Lampreave|Kiti Mánver|Joaquín Cortés|Manuela Vargas|Imanol Arias|Gloria Muñoz|Juan José Otegui|Nancho Novo|Jordi Mollà|Alicia Agut|Marisol Muriel,Pedro Almodóvar,103.0,,seductive|female stockinged feet|pantyhose|mother daughter relationship
618,Antonio Banderas|Melanie Griffith|Daryl Hannah|Danny Aiello|Joan Cusack|Eli Wallach|Gabino Diego|Austin Pendleton|Allan Rich|Vincent Schiavelli|Phil Leeds|Sid Raymond|Louis Seeger Crume|Jeff Moldovan|Joe Hess,Donald E. Westlake,118.0,"$24,000,000",neo screwball comedy|fictional twin|wedding|sister sister relationship
619,Matt LeBlanc|Gene Ross|Paul Hewitt|Sage Allen|Stan Ivar|Jim O'Heir|Rick Johnson|Valente Rodriguez|Jack Warden|Bill Cobbs|Leonard Kelly-Young|Jayne Brook|Patrick Kerr|Jim Caviezel|Troy Evans,Ken Richards,94.0,"$24,000,000",one word title|animal character name as title|rookie|men's locker room
620,Vittorio Mezzogiorno|Stefan Glowacz|Mathilda May|Al Waxman|Gunilla Karlzen|Chavela Vargas|Georg Marischka|Volker Prechtel|Hans Kammerlander|Lautaro Murúa|Brad Dourif|Donald Sutherland|Amelie Fried|Werner Herzog|Wolfgang Müller,Hans-Ulrich Klenner,105.0,"DEM6,340,000",patagonia|mountaineer|mountaineering|climbing
621,Catherine Deneuve|Daniel Auteuil|Marthe Villalonga|Jean-Pierre Bouvier|Chiara Mastroianni|Carmen Chaplin|Anthony Prada|Michèle Moretti|Jacques Nolot|Bruno Todeschini|Jean Bousquet|Roschdy Zem|Ingrid Caven,André Téchiné,127.0,,three word title|first person title|male objectification|male rear nudity
623,Lisa Eichhorn|Stanley Tucci|Caroline Aaron|Mary Jo Salerno|Robert Joy|Wesley Addy|Robert LuPone|Cynthia Martells|J. Smith-Cameron|Vincent Young|Tammy Grimes|Len Stanger|Jon Huberth|Jim Lavin|Claywood Sempliner,Vern Oakley,90.0,,
624,James Russo|Cynda Williams|Paul Calderon|Victor Argo|Jonathan Shaw|Verrone Romeoletti|Cedric Turner|Matthew Styles|Richard Boes|Andre Degas|John Ashton|Ana Ortiz|Amanda Foster|Donna Ryan|Monique Cintron,Andre Degas,83.0,,prison guard|prison escape|philadelphia pennsylvania|alarm code
625,,,,,
626,Martin Lawrence|Lynn Whitfield|Regina King|Bobby Brown|Della Reese|Malinda Williams|Daryl Mitchell|Roger E. Mosley|Simbi Kali|Tangie Ambrose|Wendy Raquel Robinson|Stacii Jae Johnson|Miguel A. Núñez Jr.|Faizon Love|Michael Bell,Martin Lawrence,108.0,"$8,000,000",independent film|revenge|dating|african american
627,Cameron Diaz|Ron Eldard|Annabeth Gish|Jonathan Penner|Courtney B. Vance|Bill Paxton|Nora Dunn|Ron Perlman|Dan Rosen|Amber Taylor|Matt Cooper|Charles Durning|Mark Harmon|Gil Segel|Rachel Chagall,Dan Rosen,92.0,,dead body burried in the backyard|dinner|iowa|dinner party
