title,year,rating
Ghosts of Girlfriends Past,2009,2.75
Ghosts of Mars,2001,2.0
Ghosts of Mississippi,1996,3.125
Ghosts of the Abyss,2003,3.25
Gia,1998,2.7
"Giant Mechanical Man, The",2012,4.0
"Gift, The",2000,3.5
Gigantic (A Tale of Two Johns),2002,4.5
Gigli,2003,1.5
Ginger & Rosa,2012,3.0
Ginger Snaps,2000,4.5
Ginger Snaps Back: The Beginning,2004,3.5
Ginger Snaps: Unleashed,2004,4.0
"Gingerbread Man, The",1998,2.8333333333333335
Girl 6,1996,3.5
"Girl Cut in Two, The (Fille coupée en deux, La)",2007,3.5
"Girl Next Door, The",2004,2.6875
"Girl Next Door, The",2007,3.5
"Girl Walks Home Alone at Night, A",2014,3.75
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)",2009,4.0
"Girl Who Leapt Through Time, The (Toki o kakeru shôjo)",2006,4.0
"Girl Who Played with Fire, The (Flickan som lekte med elden)",2009,3.5
Girl in Progress,2012,3.5
"Girl in the Café, The",2005,4.0
"Girl on the Bridge, The (Fille sur le pont, La)",1999,4.125
Girl with a Pearl Earring,2003,3.5
"Girl with the Dragon Tattoo, The",2011,2.75
"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",2009,3.0714285714285716
"Girl, Interrupted",1999,3.25
Girlfight,2000,2.5
"Girlfriend Experience, The",2009,2.25
Girls Town,1996,2.5
"Giver, The",2014,3.25
Gladiator,2000,2.75
Gladiator,1992,3.5
"Glamorous Life of Sachiko Hanai, The (Hatsujô kateikyôshi: sensei no aijiru)",2003,1.5
"Glass House, The",2001,2.5
"Gleaners & I, The (Les glaneurs et la glaneuse)",2000,3.75
Glengarry Glen Ross,1992,3.357142857142857
"Glimmer Man, The",1996,1.8333333333333333
Glitter,2001,1.3333333333333333
Global Metal,2008,4.0
Gloomy Sunday (Ein Lied von Liebe und Tod),1999,4.0
Gloria,1999,2.3333333333333335
Glory Road,2006,2.75
Glue,2006,3.0
Gnomeo & Juliet,2011,2.8
Go,1999,3.0
Go,2001,3.0
Go Figure (Va savoir),2001,2.6666666666666665
Go Fish,1994,3.5
Go Now,1995,3.0
"Go-Getter, The",2007,4.0
Goal II: Living the Dream,2007,2.25
Goal! The Dream Begins (Goal!),2005,3.125
Goats,2012,3.0
God Bless America,2011,3.4
God Is Brazilian (Deus É Brasileiro),2003,3.25
God Said 'Ha!',1998,2.8333333333333335
God Save the King,2005,2.0
"God Who Wasn't There, The",2005,3.5
Gods and Generals,2003,3.25
Gods and Monsters,1998,3.6666666666666665
Godsend,2004,1.8333333333333333
Godzilla,2014,2.8125
Godzilla,1998,2.75
Godzilla 2000 (Gojira ni-sen mireniamu),1999,3.2142857142857144
Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira),1993,1.75
Godzilla: Final Wars (Gojira: Fainaru uôzu),2004,2.0
Going Clear: Scientology and the Prison of Belief,2015,4.25
Going the Distance,2004,1.0
Going the Distance,2010,2.75
Going to Pieces: The Rise and Fall of the Slasher Film,2006,3.0
"Golden Bowl, The",2000,2.3333333333333335
"Golden Compass, The",2007,3.25
GoldenEye,1995,2.888888888888889
Gomorrah (Gomorra),2008,2.75
Gone,2012,3.0
Gone Baby Gone,2007,3.5
Gone Fishin',1997,2.1
Gone Girl,2014,2.75
Gone Nutty,2002,2.5
Gone in 60 Seconds,2000,2.75
Gonzo: The Life and Work of Dr. Hunter S. Thompson,2008,4.0
Good Burger,1997,2.3333333333333335
"Good Day to Die Hard, A",2013,3.0
Good Dick,2008,3.0
"Good German, The",2006,2.8333333333333335
"Good Girl, The",2002,2.7142857142857144
Good Hair,2009,3.25
"Good Heart, The",2009,3.0
Good Luck Chuck,2007,2.5
Good Neighbours (a.k.a. Good Neighbors),2010,3.5
"Good Night, The",2007,3.0
"Good Night, and Good Luck.",2005,3.75
"Good Old Fashioned Orgy, A",2011,3.0
"Good Shepherd, The",2006,3.25
"Good Son, The",1993,2.4
"Good Thief, The",2002,4.0
Good Vibrations,2012,4.0
Good Will Hunting,1997,3.0
Good Work (Beau travail),1999,3.25
"Good Year, A",2006,3.75
"Good bye, Lenin!",2003,3.125
"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",2008,4.0
"Goodbye Bafana (Color of Freedom, The)",2007,4.0
"Goodbye, Dragon Inn (Bu san)",2003,4.5
"Goods: Live Hard, Sell Hard, The",2009,3.0
"Goofy Movie, A",1995,3.1875
Goon,2011,3.25
Gordy,1995,3.5
Gorgeous (Boh lee chun),1999,4.0
Gosford Park,2001,3.0
Gossip,2000,3.0
Gothika,2003,2.75
"Governess, The",1998,2.7
Goya in Bordeaux (Goya en Burdeos),1999,2.0
Goya's Ghosts,2006,4.333333333333333
Gozu (Gokudô kyôfu dai-gekijô: Gozu),2003,3.5
Grace Is Gone,2007,2.5
Grace of My Heart,1996,3.5
Gran Torino,2008,2.9444444444444446
"Grand Budapest Hotel, The",2014,3.0
Grand Canyon,1991,2.8125
"Grand Day Out with Wallace and Gromit, A",1989,3.357142857142857
Grand Piano,2013,2.75
"Grand, The",2007,1.5
Grandma's Boy,2006,3.1
"Grandmaster, The (Yi dai zong shi)",2013,1.5
Grass,1999,4.0
"Grass Harp, The",1995,4.0
"Grave Decisions (Wer früher stirbt, ist länger tot)",2006,3.5
Grave Encounters,2011,3.0
Grave Encounters 2,2012,3.5
Grave Halloween,2013,2.0
Gravity,2013,2.75
Gray Matters,2006,0.5
Gray's Anatomy,1996,3.5
"Great Beauty, The (Grande Bellezza, La)",2013,3.625
"Great Day in Harlem, A",1994,4.5
"Great Debaters, The",2007,3.75
Great Expectations,1998,2.8125
"Great Gatsby, The",2013,3.125
"Great White Hype, The",1996,2.0
"Great Yokai War, The (Yôkai daisensô)",2005,3.5
"Greatest Game Ever Played, The",2005,3.5
"Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold)",2011,3.5
"Green Butchers, The (Grønne slagtere, De)",2003,3.75
"Green Hornet, The",2011,2.5833333333333335
Green Lantern,2011,2.25
Green Lantern: First Flight,2009,3.25
"Green Mile, The",1999,2.888888888888889
Green Street Hooligans (a.k.a. Hooligans),2005,3.5
Green Zone,2010,3.3
Greenberg,2010,3.2142857142857144
Greenfingers,2000,4.0
Gregoire Moulin vs. Humanity (Grégoire Moulin contre l'humanité),2001,3.5
"Grey Zone, The",2001,2.75
"Grey, The",2012,2.75
Gridiron Gang,2006,2.3333333333333335
Gridlock'd,1997,4.0
Grind,2003,3.5
Grindhouse,2007,2.75
Grizzly Man,2005,4.0
Groove,2000,4.0
Grosse Pointe Blank,1997,2.888888888888889
Grotesque (Gurotesuku),2009,5.0
Groundhog Day,1993,2.75
Grown Ups,2010,2.5
Grown Ups 2,2013,2.0
"Grudge 2, The",2006,3.0
Grudge Match,2013,2.5
"Grudge, The",2004,2.3125
Grumpier Old Men,1995,2.888888888888889
Grumpy Old Men,1993,2.8125
"Guard, The",2011,3.2
"Guardian, The",2006,2.8333333333333335
Guardians of the Galaxy,2014,2.75
Guarding Tess,1994,3.25
Guess Who,2005,2.5
"Guest, The",2014,3.1666666666666665
Gui Si (Silk),2006,3.5
"Guide to Recognizing Your Saints, A",2006,3.875
"Guilt Trip, The",2012,2.5
Guinevere,1999,3.0
Gulliver's Travels,2010,1.75
Gumby: The Movie,1995,2.5
Gummo,1997,3.3
Gun Shy,2000,2.375
"Gun in Betty Lou's Handbag, The",1992,3.0
"Gunman, The",2015,2.5
Gunner Palace,2004,3.0
Gurren Lagann: Childhood's End (Gekijô ban Tengen toppa guren ragan: Guren hen),2008,4.0
"Guru, The",2002,2.1666666666666665
"Guy Thing, A",2003,2.75
Gypsy 83,2001,4.0
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),2009,3.75
Hackers,1995,2.75
Hadewijch,2009,3.0
Haider,2014,4.0
Haiku Tunnel,2001,2.5
"Hairdresser's Husband, The (Le mari de la coiffeuse)",1990,4.0
Hairspray,2007,3.3333333333333335
Half Baked,1998,3.1875
Half Light,2006,2.0
Half Nelson,2006,3.75
Half Past Dead,2002,2.5
Hall Pass,2011,2.3333333333333335
Hallam Foe (Mister Foe),2007,4.25
Halloween,2007,2.6
Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),1998,2.357142857142857
Halloween II,2009,2.75
Halloween: Resurrection (Halloween 8),2002,1.5
Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),1995,2.611111111111111
Halloweentown,1998,3.0
Halloweentown II: Kalabar's Revenge,2001,4.0
Hamlet,1996,3.0625
Hamlet,2000,3.5
Hamlet,2009,3.75
Hamlet 2,2008,3.5
"Hammer, The",2007,2.75
Hancock,2008,2.75
"Hand That Rocks the Cradle, The",1992,2.75
Hands on a Hard Body,1996,3.8333333333333335
"Hanging Garden, The",1997,3.5
Hanging Up,2000,2.75
"Hangover Part II, The",2011,2.75
"Hangover Part III, The",2013,2.7142857142857144
"Hangover, The",2009,3.0
Hanna,2011,3.75
Hannah Montana: The Movie,2009,3.25
Hannah Takes the Stairs,2007,1.0
Hannibal,2001,2.75
Hannibal Rising,2007,3.125
Hansel & Gretel,2002,1.5
Hansel & Gretel,2013,3.0
Hansel & Gretel: Witch Hunters,2013,2.5555555555555554
"Happening, The",2008,2.25
"Happenstance (Battement d'ailes du papillon, Le)",2001,4.5
Happily N'Ever After,2007,3.25
Happiness,1998,3.5
"Happiness Is in the Field (Bonheur est dans le pré, Le)",1995,3.0
"Happiness of the Katakuris, The (Katakuri-ke no kôfuku)",2001,4.0
Happy Accidents,2000,4.0
Happy Campers,2001,3.0
Happy Endings,2005,3.5
Happy Feet,2006,2.5
Happy Feet Two,2011,2.5
Happy Gilmore,1996,2.75
Happy People: A Year in the Taiga,2010,4.166666666666667
Happy Tears,2009,2.5
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),1997,3.3333333333333335
"Happy, Texas",1999,3.0
Happy-Go-Lucky,2008,3.1666666666666665
Happythankyoumoreplease,2010,4.0
Hard Candy,2005,3.5
Hard Core Logo,1996,2.5
Hard Rain,1998,2.6666666666666665
Hard Sun,2014,5.0
Hard Target,1993,3.0
"Hard Way, The",1991,3.0
Hard-Boiled (Lat sau san taam),1992,3.142857142857143
Hardball,2001,4.0
Harishchandrachi Factory,2009,2.5
Harley Davidson and the Marlboro Man,1991,2.625
"Harmonists, The",1997,3.0
Harmontown,2014,3.5
Harold & Kumar Escape from Guantanamo Bay,2008,2.7857142857142856
Harold and Kumar Go to White Castle,2004,3.1875
Harriet the Spy,1996,3.0714285714285716
Harry Brown,2009,3.6
Harry Potter and the Chamber of Secrets,2002,2.75
Harry Potter and the Deathly Hallows: Part 1,2010,2.75
Harry Potter and the Deathly Hallows: Part 2,2011,2.75
Harry Potter and the Goblet of Fire,2005,2.75
Harry Potter and the Half-Blood Prince,2009,2.888888888888889
Harry Potter and the Order of the Phoenix,2007,2.75
Harry Potter and the Prisoner of Azkaban,2004,2.75
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),2001,2.75
Harsh Times,2006,3.25
Hart's War,2002,3.75
Harvie Krumpet,2003,4.5
Hatchet,2006,4.0
Hatchet II,2010,2.5
Hatchet III,2013,3.25
"Hate (Haine, La)",1995,3.357142857142857
Haunt,2013,3.0
Haunted,1995,3.0
Haunted Echoes,2008,4.0
"Haunted House 2, A",2014,1.0
"Haunted House, A",2013,2.0
"Haunted Mansion, The",2003,2.6
"Haunted World of Edward D. Wood Jr., The",1996,4.5
Haunter,2013,3.25
"Haunting in Connecticut, The",2009,3.5
"Haunting, The",1999,2.75
Havoc,2005,2.25
"Havre, Le",2011,3.0
Haywire,2011,3.0
He Got Game,1998,3.0
He Loves Me... He Loves Me Not (À la folie... pas du tout),2002,3.0
"He Said, She Said",1991,3.1666666666666665
He Was a Quiet Man,2007,3.5
He's Just Not That Into You,2009,3.4
Head Above Water,1996,2.0
Head On,1998,3.25
Head Over Heels,2001,3.1666666666666665
Head in the Clouds,2004,5.0
Head of State,2003,2.25
Head-On (Gegen die Wand),2004,3.75
Headhunters (Hodejegerne),2011,3.9
Hear My Song,1991,4.5
"Heart Is Deceitful Above All Things, The",2004,2.5
Heart and Souls,1993,3.5
"Heart in Winter, A (Un coeur en hiver)",1992,4.25
Heartbeats (Les amours imaginaires),2010,3.0
"Heartbreak Kid, The",2007,3.6666666666666665
Heartbreaker (L'Arnacoeur),2010,3.75
Heartbreakers,2001,2.6875
Heartless,2009,3.5
Hearts and Minds,1996,5.0
Hearts in Atlantis,2001,3.6
Hearts of Darkness: A Filmmakers Apocalypse,1991,3.8
Heat,1995,3.1875
"Heat, The",2013,3.75
Heaven,2002,3.5
Heaven & Earth,1993,2.7
Heaven's Burning,1997,2.0
Heaven's Prisoners,1996,2.5
Heavenly Creatures,1994,3.0
Heavy,1995,3.0
Heavy Metal 2000,2000,2.25
Heavyweights (Heavy Weights),1995,3.2857142857142856
"Hebrew Hammer, The",2003,2.0
Hector and the Search for Happiness,2014,3.75
Hedwig and the Angry Inch,2000,3.1875
Heidi Fleiss: Hollywood Madam,1995,3.5
Heights,2004,3.0
Heima,2007,3.5
Heist,2001,3.5
Held Up,1999,2.0
Hell,2011,3.75
Hell (L'enfer),2005,3.0
Hellboy,2004,2.75
Hellboy II: The Golden Army,2008,3.125
Hellraiser III: Hell on Earth,1992,2.6
Hellraiser: Bloodline,1996,2.5625
Hellraiser: Deader,2005,2.1666666666666665
Hellraiser: Hellseeker,2002,0.5
"Help, The",2011,3.0
Helvetica,2007,3.5
Hemingway & Gellhorn,2012,3.0
Henri-Georges Clouzot's Inferno (L'enfer d'Henri-Georges Clouzot),2009,5.0
Henry Fool,1997,3.25
Henry Poole is Here,2008,4.0
Henry's Crime,2010,2.5
"Henry: Portrait of a Serial Killer, Part 2",1998,0.5
Her,2013,2.75
Herbie: Fully Loaded,2005,3.3
Hercules,2014,2.0
Hercules,1997,2.888888888888889
Hercules and the Lost Kingdom,1994,1.0
Here Comes the Boom,2012,3.1666666666666665
Here on Earth,2000,2.5
Hereafter,2010,3.75
Hero,1992,2.7
Hero (Ying xiong),2002,2.75
Herr Lehmann,2003,4.333333333333333
Hesher,2010,4.0
Hey Arnold! The Movie,2002,2.5
"Hi-Lo Country, The",1998,3.25
Hidalgo,2004,3.0
Hidden (a.k.a. Cache) (Caché),2005,3.3
Hide and Seek,2005,2.8
Hideaway,1995,3.0
Hideous Kinky,1998,2.375
High Art,1998,2.6666666666666665
High Crimes,2002,3.25
High Fidelity,2000,2.75
High Heels (Tacones lejanos),1991,4.166666666666667
High School High,1996,3.125
High School Musical,2006,2.642857142857143
High School Musical 2,2007,2.9285714285714284
High School Musical 3: Senior Year,2008,2.625
High Tension (Haute tension) (Switchblade Romance),2003,3.3333333333333335
Higher Learning,1995,3.0
Highlander II: The Quickening,1991,2.0
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1994,2.5555555555555554
Highlander: Endgame (Highlander IV),2000,2.3333333333333335
Highway 61,1991,3.0
Highway to Hell,1991,3.0
"Hijacking, A (Kapringen)",2012,3.5
Hilary and Jackie,1998,4.0
"Hills Have Eyes II, The",2007,2.25
"Hills Have Eyes, The",2006,2.5555555555555554
Himalaya (Himalaya - l'enfance d'un chef),1999,4.125
Hipsters (Stilyagi),2008,4.0
His Name Was Jason: 30 Years of Friday the 13th,2009,3.5
"His Secret Life (a.k.a. Ignorant Fairies, The) (Fate ignoranti, Le)",2001,4.5
"History Boys, The",2006,4.5
"History of Violence, A",2005,3.125
Hit by Lightning,2014,5.0
Hitch,2005,2.75
Hitchcock,2012,3.3333333333333335
"Hitcher, The",2007,2.0
"Hitchhiker's Guide to the Galaxy, The",2005,2.75
Hitman,2007,3.1875
Hitman Hart: Wrestling with Shadows,1998,4.5
"Hitman, The",1991,3.0
"Hoax, The",2007,2.75
"Hobbit: An Unexpected Journey, The",2012,2.888888888888889
"Hobbit: The Desolation of Smaug, The",2013,3.125
Hobo with a Shotgun,2011,3.1666666666666665
Hocus Pocus,1993,3.0
Hoffa,1992,3.5
"Hole, The",2009,1.5
Holes,2003,3.0714285714285716
"Holiday, The",2006,2.75
Hollow Man,2000,2.8125
Hollywood Ending,2002,2.6666666666666665
Hollywood Homicide,2003,2.625
Hollywoodland,2006,3.125
Holy Man,1998,2.1666666666666665
Holy Matrimony,1994,4.0
Holy Motors,2012,3.6666666666666665
Holy Rollers,2010,3.0
Holy Smoke,1999,3.0
Homage,1995,2.0
Home,2015,2.9166666666666665
Home,2009,4.5
Home Alone 2: Lost in New York,1992,2.75
Home Alone 3,1997,2.25
Home Alone 4,2002,2.25
Home Fries,1998,2.5
Home Movie,2008,2.0
Home for the Holidays,1995,3.0833333333333335
"Home of Dark Butterflies, The (Tummien perhosten koti)",2008,1.75
"Home of Our Own, A",1993,2.5
Home of the Brave,2007,2.5
Home on the Range,2004,2.1666666666666665
Homefront,2013,4.166666666666667
Homegrown,1998,2.625
"Homesman, The",2014,4.0
Homeward Bound II: Lost in San Francisco,1996,3.1875
Homeward Bound: The Incredible Journey,1993,3.1875
Honey,2003,3.0
"Honey, I Blew Up the Kid",1992,2.5555555555555554
"Honey, We Shrunk Ourselves",1997,3.5
Honeymoon,2014,2.5
Honeymoon in Vegas,1992,3.357142857142857
"Honeymooners, The",2005,1.5
Hoodlum,1997,2.5
Hoodwinked Too! Hood vs. Evil,2011,3.5
Hoodwinked!,2005,2.857142857142857
Hook,1991,3.0
Hoop Dreams,1994,3.2857142857142856
Hoot,2006,1.0
Hop,2011,1.25
Hope Floats,1998,2.5555555555555554
Hope Springs,2012,2.3333333333333335
Hope Springs,2003,3.0
"Horde, The (La Horde)",2009,3.5
Horrible Bosses,2011,3.0
Horrible Bosses 2,2014,2.5833333333333335
"Horse Whisperer, The",1998,3.0
"Horseman on the Roof, The (Hussard sur le toit, Le)",1995,3.0
Horsemen,2009,3.0
Horton Hears a Who!,2008,2.5555555555555554
"Host, The",2013,3.0
"Host, The (Gwoemul)",2006,3.2
Hostage,2005,3.5
Hostel,2005,2.5
Hostel: Part II,2007,2.8333333333333335
Hostile Intentions,1994,3.0
"Hot Chick, The",2002,3.0
Hot Coffee,2011,5.0
Hot Fuzz,2007,2.75
Hot Rod,2007,3.2142857142857144
Hot Shots!,1991,2.888888888888889
Hot Shots! Part Deux,1993,2.75
Hot Tub Time Machine,2010,2.6875
Hot Tub Time Machine 2,2015,2.6666666666666665
Hotel Rwanda,2004,3.2857142857142856
Hotel Transylvania,2012,3.0714285714285716
Hotel for Dogs,2009,3.1666666666666665
Hounddog,2007,3.0
"Hour of the Pig, The",1993,4.5
"Hours, The",2002,3.5
House Arrest,1996,2.5
"House Bunny, The",2008,2.8
"House I Live In, The",2012,3.75
House Party 2,1991,2.25
House Party 3,1994,2.5
House at the End of the Street,2012,3.75
House of 1000 Corpses,2003,3.5833333333333335
House of Angels (Änglagård),1992,1.5
House of Cards,1993,3.6666666666666665
House of Flying Daggers (Shi mian mai fu),2004,3.4285714285714284
"House of Mirth, The",2000,3.75
House of Sand and Fog,2003,3.75
"House of Small Cubes, The (Tsumiki no ie)",2008,3.5
House of Wax,2005,2.5555555555555554
"House of Yes, The",1997,3.0
"House of the Dead, The",2003,2.25
"House of the Devil, The",2009,4.25
"House of the Spirits, The",1993,4.0
House on Haunted Hill,1999,2.8125
Housebound,2014,4.0
Houseguest,1994,2.5
"Housekeeper, The (femme de ménage, Une)",2002,3.0
"Housemaid, The (Hanyo)",2010,3.0
Housesitter,1992,2.1666666666666665
How Do You Know,2010,3.75
How High,2001,2.625
How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père),2001,3.5
How I Live Now,2013,3.25
How Stella Got Her Groove Back,1998,3.0
How the Grinch Stole Christmas (a.k.a. The Grinch),2000,2.75
How to Be,2008,2.0
How to Be a Player,1997,3.0
How to Deal,2003,2.8333333333333335
How to Die in Oregon,2011,3.75
How to Draw a Bunny,2002,2.5
How to Eat Fried Worms,2006,2.5
How to Kill Your Neighbor's Dog,2000,3.0
How to Lose Friends & Alienate People,2008,2.25
How to Lose a Guy in 10 Days,2003,3.0
How to Make an American Quilt,1995,3.0
How to Survive a Plague,2012,4.75
How to Train Your Dragon,2010,2.75
How to Train Your Dragon 2,2014,3.2142857142857144
Howards End,1992,3.5
Howl,2010,3.5
Howl's Moving Castle (Hauru no ugoku shiro),2004,3.125
Hudson Hawk,1991,2.75
"Hudsucker Proxy, The",1994,3.125
"Hugh Hefner: Playboy, Activist and Rebel",2009,4.0
Hugo,2011,3.5
Hugo Pool,1997,4.25
Hulk,2003,2.5
Hum Aapke Hain Koun...!,1994,3.0
"Human Centipede II (Full Sequence), The",2011,1.0
"Human Centipede, The (First Sequence)",2009,2.357142857142857
Human Nature,2001,3.9
Human Planet,2011,4.5
Human Resources (Ressources humaines),1999,4.0
"Human Stain, The",2003,3.0
Human Traffic,1999,3.375
Humpday,2009,3.0
"Hunchback of Notre Dame, The",1996,2.888888888888889
"Hunchback, The",1997,3.0
Hunger,2008,3.4166666666666665
Hunger,2009,3.0
"Hunt, The (Jagten)",2012,3.75
"Hunted, The",1995,2.1666666666666665
"Hunted, The",2003,3.0
"Hunter, The",2011,3.0
"Hunting Party, The",2007,4.0
"Hunting and Gathering (Ensemble, c'est tout)",2007,4.0
Hurlyburly,1998,3.625
"Hurricane, The",1999,3.2857142857142856
"Hurt Locker, The",2008,3.25
Husbands and Wives,1992,3.3333333333333335
Hush,1998,3.0
Hustle & Flow,2005,3.625
Hype!,1996,3.375
Hysterical Blindness,2002,3.0
I Am Ali,2014,3.0
I Am David,2003,2.5
I Am Legend,2007,2.75
I Am Love (Io sono l'amore),2009,4.0
I Am Number Four,2011,2.8125
I Am Sam,2001,2.888888888888889
I Am Trying to Break Your Heart,2002,5.0
I Capture the Castle,2003,4.0
I Do,2012,5.0
I Don't Know How She Does It,2011,2.8333333333333335
I Dreamed of Africa,2000,3.25
I Give It a Year,2013,2.5
I Heart Huckabees,2004,2.75
I Killed My Mother (J'ai tué ma mère),2009,3.5
I Know What You Did Last Summer,1997,2.5555555555555554
I Know Who Killed Me,2007,0.5
I Like It Like That,1994,4.0
I Love Trouble,1994,2.5
I Love You Phillip Morris,2009,3.25
"I Love You, Beth Cooper",2009,2.4
"I Love You, Don't Touch Me!",1998,3.0
"I Love You, I Love You Not",1996,4.0
"I Love You, Man",2009,2.75
I Melt with You,2011,4.25
I Now Pronounce You Chuck and Larry,2007,2.8125
I Origins,2014,3.625
I Saw the Devil (Akmareul boatda),2010,3.75
I Sell the Dead,2008,2.5
I Served the King of England (Obsluhoval jsem anglického krále),2006,4.5
I Shot Andy Warhol,1996,3.0833333333333335
I Smile Back,2015,2.5
I Spit on Your Grave,2010,3.125
I Spy,2002,2.6666666666666665
I Stand Alone (Seul contre tous),1998,5.0
I Still Know What You Did Last Summer,1998,2.5555555555555554
I Think I Do,1997,3.0
I Think I Love My Wife,2007,3.0
I Think We're Alone Now,2008,3.5
I Want Candy,2007,1.5
I Want Someone to Eat Cheese With,2006,3.0
I Went Down,1997,4.0
I Wish (Kiseki),2011,3.5
I'll Be Home For Christmas,1998,3.25
I'll Do Anything,1994,1.5
I'll See You in My Dreams,2015,0.5
I'll Sleep When I'm Dead,2003,3.75
I'm Not Rappaport,1996,2.3333333333333335
I'm Not Scared (Io non ho paura),2003,4.0
I'm Not There,2007,3.5
I'm Reed Fish,2006,3.5
I'm So Excited (Los amantes pasajeros),2013,2.3333333333333335
I'm Still Here,2010,4.5
"I'm a Cyborg, But That's OK (Saibogujiman kwenchana)",2006,3.5
I'm the One That I Want,2000,4.166666666666667
I've Loved You So Long (Il y a longtemps que je t'aime),2008,3.125
